genome_id,NCBI_genus,NCBI_species,accession_numbers_all,BioSample,completeness,topology_longest_contig,contigger_used,number_of_replicons_contigs,number_of_plasmids,number_of_extrachromosomal,longest_contig_length (bp),total_assembly_length (bp),nanopore_coverage,1034_N50 (bp),1034_total_read_length (bp,illumina_read_pairs,polypolish_depth_of_zero (bp),longest_contig_total_genes,longest_contig_CDS_w_protein,rRNAs_longest_contig,tRNAs_longest_contig,GC_percent_genome (%),complete_BUSCOs_act_class,complete_single_copy_BUSCOs_act_class,complete_duplicated_BUSCOs_act_class,fragmented_BUSCOs_act_class,missing_BUSCOs_act_class,total_BUSCOs_searched_act_class,TIR_length_complete_Streptomyces (bp),filtlong keep-percent,genus_gtdb,species_gtdb,MASH_species,assigned_species,Assembly,Level,WGS,Chrs,Strain,Taxonomy,source
NBC_00273,Streptomyces,sp.,CP108067,SAMN24016206,chromosome,linear,npgm-contigger NBC_00273,1,0,0,10316149,10316149,102x,14332,1035509766,5302781,26,9342,8913,"7, 7, 7 (5S, 16S, 23S)",73,71.35,355,353,2,1,0,356,236252.0,,Streptomyces,Streptomyces sp.,sp_mash_012,Streptomyces sp. (sp_mash_012),GCA_036178145.1,Complete genome,undefined,1,NBC_00273,Streptomyces sp. NBC_00273,custom
NBC_00282,Streptomyces,antibioticus,"JAPENA010000001,JAPENA010000002,JAPENA010000003",SAMN24016207,near-complete,linear,flye-contigger NBC_00282,3,0,0,7952161,8626826,24x,11072,228127463,2845861,282,7813,7578,"6, 6, 6 (5S, 16S, 23S)",69,71.83,355,353,2,1,0,356,,70.0,Streptomyces,Streptomyces antibioticus_B,,Streptomyces antibioticus_B,GCA_026342305.1,Contig,JAPENA000000000,undefined,NBC_00282,Streptomyces antibioticus,custom
NBC_00288,Streptomyces,virginiae,CP108052,SAMN24016208,chromosome,linear,npgm-contigger NBC_00288,1,0,0,9182879,9182879,56x,17771,525684597,5812329,801,8553,8174,"7, 7, 7 (5S, 16S, 23S)",75,71.52,355,352,3,1,0,356,172951.0,,Streptomyces,Streptomyces virginiae_A,,Streptomyces virginiae_A,GCA_036173085.1,Complete genome,undefined,1,NBC_00288,Streptomyces virginiae,custom
NBC_00310,Streptomyces,sp.,CP130714,SAMN24016209,chromosome,linear,npgm-contigger NBC_00310,1,0,0,10667068,10667068,46x,25082,255776419,6826022,109,9270,8785,"6, 6, 6 (5S, 16S, 23S)",73,70.86,356,353,3,0,0,356,133852.0,50.0,Streptomyces,Streptomyces sp.,sp_mash_009,Streptomyces sp. (sp_mash_009),GCA_036208085.1,Complete genome,undefined,1,NBC_00310,Streptomyces sp. NBC_00310,custom
NBC_00319,Williamsia,herbipolensis,CP108021,SAMN24016210,chromosome,circular,flye-contigger NBC_00319,1,0,0,4711874,4711874,40x,12570,196971288,4424047,2,4384,4295,"2, 2, 2 (5S, 16S, 23S)",45,68.96,355,355,0,1,0,356,,,Williamsia_A,Williamsia_A herbipolensis,,Williamsia_A herbipolensis,GCA_036153515.1,Complete genome,undefined,1,NBC_00319,Williamsia herbipolensis,custom
NBC_00328,Streptomyces,sp.,CP108013,SAMN24016212,chromosome,linear,npgm-contigger NBC_00328,1,0,0,9971452,9971452,103x,13713,1019259269,7632014,116,8772,8315,"7, 7, 7 (5S, 16S, 23S)",73,70.78,355,350,5,1,0,356,345125.0,,Streptomyces,Streptomyces sp.,sp_mash_019,Streptomyces sp. (sp_mash_019),GCA_036139655.1,Complete genome,undefined,1,NBC_00328,Streptomyces sp. NBC_00328,custom
NBC_00330,Micromonospora,sp.,CP108012,SAMN24016213,chromosome,circular,flye-contigger NBC_00330,1,0,0,7325679,7325679,45x,10163,345827806,3356669,324,6704,6580,"3, 3, 3 (5S, 16S, 23S)",51,71.1,351,345,6,2,3,356,,,Micromonospora,Micromonospora sp018070325,,Micromonospora sp018070325,GCA_036136635.1,Complete genome,undefined,1,NBC_00330,Micromonospora sp. NBC_00330,custom
NBC_00389,Micromonospora,sp.,CP107947,SAMN24016214,chromosome,circular,flye-contigger NBC_00389,1,0,0,7870275,7870275,127x,14389,1009077112,4344834,81,7426,7154,"3, 3, 3 (5S, 16S, 23S)",82,71.29,350,345,5,1,5,356,,,Micromonospora,Micromonospora sp.,sp_mash_065,Micromonospora sp. (sp_mash_065),GCA_036059255.1,Complete genome,undefined,1,NBC_00389,Micromonospora sp. NBC_00389,custom
NBC_00391,Streptomyces,sp.,CP107944,SAMN24016215,chromosome,linear,npgm-contigger NBC_00391,1,0,0,10628885,10628885,18x,8859,201551274,4118087,1177,9260,8757,"6, 6, 6 (5S, 16S, 23S)",72,70.85,355,353,2,1,0,356,160767.0,,Streptomyces,Streptomyces sp.,sp_mash_009,Streptomyces sp. (sp_mash_009),GCA_036055215.1,Complete genome,undefined,1,NBC_00391,Streptomyces sp. NBC_00391,custom
NBC_00396,Micromonospora,zamorensis,CP107941,SAMN24016216,chromosome,circular,flye-contigger NBC_00396,1,0,0,7492205,7492205,71x,15106,553370641,4162999,124,6832,6637,"3, 3, 3 (5S, 16S, 23S)",77,71.01,351,347,4,1,4,356,,,Micromonospora,Micromonospora zamorensis,,Micromonospora zamorensis,GCA_036049935.1,Complete genome,undefined,1,NBC_00396,Micromonospora zamorensis,custom
NBC_00415,Streptomyces,zaomyceticus,"CP107933,CP107934",SAMN24016217,chromosome,linear,npgm-contigger NBC_00415,2,1,0,9360127,9485507,79x,19523,755137614,3984410,88,8447,8176,"7, 7, 7 (5S, 16S, 23S)",75,71.83,354,348,6,2,0,356,271644.0,,Streptomyces,Streptomyces zaomyceticus,,Streptomyces zaomyceticus,GCA_036035005.1,Complete genome,undefined,2,NBC_00415,Streptomyces zaomyceticus,custom
NBC_00420,Kineococcus,sp.,CP107930,SAMN24016218,chromosome,linear,flye-contigger NBC_00420,1,0,0,5434400,5434400,22x,17521,123102547,4736255,315,5298,5163,"4, 4, 4 (5S, 16S, 23S)",49,71.96,353,352,1,2,1,356,,,Kineococcus,Kineococcus sp.,sp_mash_185,Kineococcus sp. (sp_mash_185),GCA_036021035.1,Complete genome,undefined,1,NBC_00420,Kineococcus sp. NBC_00420,custom
NBC_00424,Streptomyces,sp.,"JAPENN010000001,JAPENN010000002,JAPENN010000003,JAPENN010000004,JAPENN010000005,JAPENN010000006,JAPENN010000007,JAPENN010000008,JAPENN010000009,JAPENN010000010",SAMN24016219,near-complete,linear,flye-contigger NBC_00424,10,0,0,7784741,9813041,96x,9747,976327478,3283175,362,8859,8464,"7, 7, 7 (5S, 16S, 23S)",72,71.29,354,351,3,2,0,356,,,Streptomyces,Streptomyces sp001279725,,Streptomyces sp001279725,GCA_026342085.1,Contig,JAPENN000000000,undefined,NBC_00424,Streptomyces sp. NBC_00424,custom
NBC_00435,Streptomyces,sp.,"CP107924,CP107925",SAMN24016220,chromosome,linear,flye-contigger NBC_00435,2,1,0,7923365,8101613,37x,17963,303039317,3332426,4459,7324,7026,"7, 7, 7 (5S, 16S, 23S)",74,71.62,354,348,6,1,1,356,,50.0,Streptomyces,Streptomyces sp.,sp_mash_116,Streptomyces sp. (sp_mash_116),GCA_036014235.1,Complete genome,undefined,2,NBC_00435,Streptomyces sp. NBC_00435,custom
NBC_00438,Amycolatopsis,sp.,CP107923,SAMN24016221,chromosome,circular,flye-contigger NBC_00438,1,0,0,10417451,10417451,12x,21171,136315205,3955396,400,9658,9461,"4, 4, 4 (5S, 16S, 23S)",58,71.32,356,351,5,0,0,356,,,Amycolatopsis,Amycolatopsis sp.,sp_mash_051,Amycolatopsis sp. (sp_mash_051),GCA_036026695.1,Complete genome,undefined,1,NBC_00438,Amycolatopsis sp. NBC_00438,custom
NBC_00439,Streptomyces,sp.,"JAPENO010000001,JAPENO010000002,JAPENO010000003,JAPENO010000004,JAPENO010000005,JAPENO010000006",SAMN24016222,near-complete,linear,flye-contigger NBC_00439,6,0,0,5955588,10730984,82x,18906,904075189,4241577,123,9616,9025,"6, 6, 6 (5S, 16S, 23S)",71,70.38,355,351,4,1,0,356,,,Streptomyces,Streptomyces sp003846175,,Streptomyces sp003846175,GCA_026342055.1,Contig,JAPENO000000000,undefined,NBC_00439,Streptomyces sp. NBC_00439,custom
NBC_00442,Streptomyces,sp.,CP107918,SAMN24016223,chromosome,linear,flye-contigger NBC_00442,1,0,0,7725772,7725772,20x,18192,159858432,3479609,119,6976,6739,"8, 8, 8 (5S, 16S, 23S)",69,71.39,354,351,3,2,0,356,11625.0,,Streptomyces,Streptomyces sp.,sp_mash_208,Streptomyces sp. (sp_mash_208),GCA_036014195.1,Complete genome,undefined,1,NBC_00442,Streptomyces sp. NBC_00442,custom
NBC_00448,Streptomyces,sp.,CP107913,SAMN24016224,chromosome,linear,flye-contigger NBC_00448,1,0,0,9648495,9648495,16x,14276,166889784,3755987,549,8274,7940,"6, 6, 6 (5S, 16S, 23S)",69,72.38,355,351,4,1,0,356,14734.0,,Streptomyces,Streptomyces sp.,sp_mash_053,Streptomyces sp. (sp_mash_053),GCA_036014115.1,Complete genome,undefined,1,NBC_00448,Streptomyces sp. NBC_00448,custom
NBC_00450,Streptomyces,violaceus,"CP107911,CP107912",SAMN24016225,chromosome,linear,flye-contigger NBC_00450,2,1,0,8918193,9003480,33x,20792,315717282,10527069,36,8112,7762,"6, 6, 6 (5S, 16S, 23S)",67,70.83,355,353,2,1,0,356,,,Streptomyces,Streptomyces violaceus,,Streptomyces violaceus,GCA_036014075.1,Complete genome,undefined,2,NBC_00450,Streptomyces violaceus,custom
NBC_00453,Streptomyces,sp.,CP107910,SAMN24016226,chromosome,linear,npgm-contigger NBC_00453,1,0,0,10089300,10089300,20x,14588,226236921,7766504,106,9268,8791,"6, 6, 6 (5S, 16S, 23S)",69,70.26,354,352,2,1,1,356,41168.0,,Streptomyces,Streptomyces sp.,sp_mash_002,Streptomyces sp. (sp_mash_002),GCA_036014095.1,Complete genome,undefined,1,NBC_00453,Streptomyces sp. NBC_00453,custom
NBC_00455,Streptomyces,sp.,"CP109337,CP109338",SAMN24016227,chromosome,linear,flye-contigger NBC_00455,2,1,0,8145942,8472041,95x,18609,821083948,4101289,68,7595,7296,"6, 6, 6 (5S, 16S, 23S)",65,70.23,355,355,0,1,0,356,7362.0,,Streptomyces,Streptomyces sp.,sp_mash_029,Streptomyces sp. (sp_mash_029),GCA_036014035.1,Complete genome,undefined,2,NBC_00455,Streptomyces sp. NBC_00455,custom
NBC_00458,Kitasatospora,sp.,CP107904,SAMN24016228,chromosome,linear,flye-contigger NBC_00458,1,0,0,8011000,8011000,58x,22878,474705503,3550040,2723,6549,6307,"10, 10, 10 (5S, 16S, 23S)",74,73.98,354,352,2,1,1,356,,,Kitasatospora,Kitasatospora sp.,sp_mash_217,Kitasatospora sp. (sp_mash_217),GCA_036013975.1,Complete genome,undefined,1,NBC_00458,Kitasatospora sp. NBC_00458,custom
NBC_00466,Streptomyces,sp.,"CP107896,CP107897,CP107898",SAMN24016229,chromosome,linear,npgm-contigger NBC_00466,3,1,1,7295506,7654929,79x,22130,618002554,4493262,24,6868,6597,"6, 6, 6 (5S, 16S, 23S)",64,70.23,354,354,0,2,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_029,Streptomyces sp. (sp_mash_029),GCA_041433995.1,Complete genome,undefined,3,NBC 00466,Streptomyces sp. NBC_00466,custom
NBC_00471,Streptomyces,nojiriensis,"CP107887,CP107888",SAMN24016230,chromosome,linear,npgm-contigger NBC_00471,2,1,0,9844630,10131194,31x,18142,324146851,9476588,401,9445,8981,"7, 7, 7 (5S, 16S, 23S)",75,71.72,355,350,5,1,0,356,225759.0,,Streptomyces,Streptomyces nojiriensis,,Streptomyces nojiriensis,GCA_036013835.1,Complete genome,undefined,2,NBC_00471,Streptomyces nojiriensis,custom
NBC_00472,Streptomyces,decoyicus,"CP107885,CP107886",SAMN24016231,chromosome,linear,flye-contigger NBC_00472,2,1,0,9236847,9265987,25x,15664,250409386,3458118,288,8221,7863,"7, 7, 7 (5S, 16S, 23S)",67,70.79,355,351,4,1,0,356,39993.0,,Streptomyces,Streptomyces decoyicus,,Streptomyces decoyicus,GCA_036013815.1,Complete genome,undefined,2,NBC_00472,Streptomyces decoyicus,custom
NBC_00475,Streptomyces,tubercidicus,CP107884,SAMN24016232,chromosome,linear,npgm-contigger NBC_00475,1,0,0,8649157,8649157,20x,16346,184544828,5016141,10,7576,7162,"7, 7, 7 (5S, 16S, 23S)",66,70.68,355,352,3,1,0,356,57085.0,,Streptomyces,Streptomyces tubercidicus,,Streptomyces tubercidicus,GCA_036013785.1,Complete genome,undefined,1,NBC_00475,Streptomyces tubercidicus,custom
NBC_00487,Streptomyces,sp.,CP107877,SAMN24016233,chromosome,linear,npgm-contigger NBC_00487,1,0,0,10744805,10744805,24x,10661,269602905,6493683,179,9380,8874,"6, 6, 6 (5S, 16S, 23S)",73,70.83,355,352,3,1,0,356,132636.0,,Streptomyces,Streptomyces sp.,sp_mash_009,Streptomyces sp. (sp_mash_009),GCA_036013665.1,Complete genome,undefined,1,NBC_00487,Streptomyces sp. NBC_00487,custom
NBC_00488,Streptomyces,virginiae,"CP107871,CP107872,CP107873,CP107874,CP107875,CP107876",SAMN24016234,chromosome,linear,flye-contigger NBC_00488,6,4,1,8933679,9444650,46x,16860,449903878,2873589,379,8710,8381,"7, 7, 7 (5S, 16S, 23S)",73,71.57,355,351,4,1,0,356,15201.0,,Streptomyces,Streptomyces virginiae_A,,Streptomyces virginiae_A,GCA_041432505.1,Complete genome,undefined,6,NBC 00488,Streptomyces virginiae,custom
NBC_00490,Streptomyces,sp.,"CP107869,CP107870",SAMN24016235,chromosome,linear,flye-contigger NBC_00490,2,1,0,10567976,10798493,40x,19732,453922216,4693863,151,9892,9524,"6, 6, 6 (5S, 16S, 23S)",75,70.5,355,351,4,1,0,356,,,Streptomyces,Streptomyces sp000972385,,Streptomyces sp000972385,GCA_036013645.1,Complete genome,undefined,2,NBC_00490,Streptomyces sp. NBC_00490,custom
NBC_00496,Streptomyces,sp.,CP107865,SAMN24016236,chromosome,linear,npgm-contigger NBC_00496,1,0,0,11851102,11851102,64x,14156,633163411,4297162,142,10246,9731,"6, 6, 6 (5S, 16S, 23S)",79,70.89,355,347,8,1,0,356,2372501.0,,Streptomyces,Streptomyces sp.,sp_mash_009,Streptomyces sp. (sp_mash_009),GCA_036013585.1,Complete genome,undefined,1,NBC_00496,Streptomyces sp. NBC_00496,custom
NBC_00497,Streptomyces,europaeiscabiei,"CP107863,CP107864",SAMN24016237,chromosome,linear,npgm-contigger NBC_00497,2,1,0,10906898,11324247,18x,22822,219395681,6207563,129,9844,9274,"6, 6, 6 (5S, 16S, 23S)",74,70.4,355,351,4,1,0,356,138611.0,,Streptomyces,Streptomyces europaeiscabiei,,Streptomyces europaeiscabiei,GCA_036013565.1,Complete genome,undefined,2,NBC_00497,Streptomyces europaeiscabiei,custom
NBC_00502,Streptomyces,anulatus,CP107857,SAMN24016238,chromosome,linear,flye-contigger NBC_00502,1,0,0,8782423,8782423,103x,22193,921643585,2732946,197,7726,7497,"6, 6, 6 (5S, 16S, 23S)",72,71.7,355,355,0,1,0,356,7850.0,,Streptomyces,Streptomyces anulatus,,Streptomyces anulatus,GCA_036346915.1,Complete genome,undefined,1,NBC_00502,Streptomyces anulatus,custom
NBC_00503,Streptomyces,sp.,"CP107855,CP107856",SAMN24016239,chromosome,linear,flye-contigger NBC_00503,2,1,0,8192422,8602329,37x,14295,340254797,2682193,12440,7806,7513,"7, 7, 7 (5S, 16S, 23S)",72,71.46,355,351,4,1,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_042,Streptomyces sp. (sp_mash_042),GCA_036346895.1,Complete genome,undefined,2,NBC_00503,Streptomyces sp. NBC_00503,custom
NBC_00511,Nocardia,sp.,"CP107849,CP107850",SAMN24016240,chromosome,circular,flye-contigger NBC_00511,2,1,0,8869918,9198976,17x,23063,190475631,5777356,2,8528,8347,"4, 4, 4 (5S, 16S, 23S)",66,67.58,353,346,7,0,3,356,,50.0,Nocardia,Nocardia sp.,sp_mash_162,Nocardia sp. (sp_mash_162),,,,,,,custom
NBC_00516,Lentzea,sp.,CP107840,SAMN24016241,chromosome,circular,flye-contigger NBC_00516,1,0,0,10011987,10011987,31x,13647,323235859,4624444,4,9350,9163,"5, 5, 5 (5S, 16S, 23S)",70,68.75,356,355,1,0,0,356,,,Lentzea,Lentzea sp.,sp_mash_198,Lentzea sp. (sp_mash_198),GCA_036346835.1,Complete genome,undefined,1,NBC_00516,Lentzea sp. NBC_00516,custom
NBC_00520,Streptomyces,murinus,CP107838,SAMN24016242,chromosome,linear,npgm-contigger NBC_00520,1,0,0,8509353,8509353,56x,15423,492636569,2642392,188,7489,7238,"7, 7, 7 (5S, 16S, 23S)",78,71.78,355,353,2,1,0,356,108070.0,,Streptomyces,Streptomyces murinus,,Streptomyces murinus,GCA_036346815.1,Complete genome,undefined,1,NBC_00520,Streptomyces murinus,custom
NBC_00525,Streptomyces,sp.,"CP107834,CP107835",SAMN24016243,chromosome,linear,flye-contigger NBC_00525,2,1,0,6805448,7102204,173x,16364,1252561914,1740008,204,6249,6055,"6, 6, 6 (5S, 16S, 23S)",69,72.01,354,353,1,1,1,356,,,Streptomyces,Streptomyces sp003248355,,Streptomyces sp003248355,GCA_036346595.1,Complete genome,undefined,2,NBC_00525,Streptomyces sp. NBC_00525,custom
NBC_00534,Streptomyces,longwoodensis,"JAPENU010000001,JAPENU010000002,JAPENU010000003,JAPENU010000004",SAMN24016244,near-complete,linear,flye-contigger NBC_00534,4,0,0,4942821,8383510,128x,17939,1106435405,1342162,798,7446,7229,"6, 6, 6 (5S, 16S, 23S)",66,72.98,355,354,1,0,1,356,,,Streptomyces,Streptomyces longwoodensis,,Streptomyces longwoodensis,GCA_026341895.1,Contig,JAPENU000000000,undefined,NBC_00534,Streptomyces longwoodensis,custom
NBC_00538,Streptomyces,longwoodensis,"CP107813,CP107814,CP107815,CP107816,CP107817,CP107818",SAMN24016245,chromosome,linear,npgm-contigger NBC_00538,6,4,1,8069212,8923325,124x,17099,1116629480,1413269,1225,7854,7574,"6, 6, 6 (5S, 16S, 23S)",68,72.85,355,354,1,0,1,356,180509.0,,Streptomyces,Streptomyces longwoodensis,,Streptomyces longwoodensis,GCA_041431155.1,Complete genome,undefined,6,NBC 00538,Streptomyces longwoodensis,custom
NBC_00540,Streptomyces,longwoodensis,CP107810,SAMN24016246,near-complete,linear,flye-contigger NBC_00540,1,0,0,7311561,7311561,18x,17343,231054051,1335836,15218,6442,6223,"6, 6, 6 (5S, 16S, 23S)",66,72.96,355,354,1,0,1,356,,70.0,Streptomyces,Streptomyces longwoodensis,,Streptomyces longwoodensis,GCA_035917115.1,Complete genome,undefined,1,NBC_00540,Streptomyces longwoodensis,custom
NBC_00554,Streptomyces,sp.,"CP107799,CP107800",SAMN24016247,chromosome,linear,flye-contigger NBC_00554,2,0,1,9993500,10083910,47x,5338,490593873,3835679,900,8960,8673,"7, 7, 7 (5S, 16S, 23S)",69,69.82,355,351,4,1,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_005,Streptomyces sp. (sp_mash_005),GCA_041431135.1,Complete genome,undefined,2,NBC 00554,Streptomyces sp. NBC_00554,custom
NBC_00555,Streptomyces,sp.,"JAPENV010000001,JAPENV010000002,JAPENV010000003,JAPENV010000004",SAMN24016248,near-complete,linear,flye-contigger NBC_00555,4,0,0,6303432,8488767,27x,13843,248957447,1414452,247,7592,7304,"7, 7, 7 (5S, 16S, 23S)",74,71.49,355,354,1,1,0,356,,70.0,Streptomyces,Streptomyces sp018614155,,Streptomyces sp018614155,GCA_026341875.1,Contig,JAPENV000000000,undefined,NBC_00555,Streptomyces sp. NBC_00555,custom
NBC_00556,Streptomyces,cellulosae,CP107798,SAMN24016249,chromosome,linear,flye-contigger NBC_00556,1,0,0,7455748,7455748,259x,20213,1966856562,2510742,131,6782,6545,"6, 6, 6 (5S, 16S, 23S)",70,72.16,355,355,0,1,0,356,,,Streptomyces,Streptomyces cellulosae,,Streptomyces cellulosae,GCA_036346015.1,Complete genome,undefined,1,NBC_00556,Streptomyces cellulosae,custom
NBC_00564,Streptomyces,sp.,"CP107786,CP107787,CP107788,CP107789,CP107790",SAMN24016250,chromosome,linear,flye-contigger NBC_00564,5,1,3,9901759,10504038,20x,8183,229773295,3852235,226,9358,9057,"6, 6, 6 (5S, 16S, 23S)",69,69.78,355,351,4,1,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_005,Streptomyces sp. (sp_mash_005),GCA_041431115.1,Chromosome,undefined,2,NBC 00564,Streptomyces sp. NBC_00564,custom
NBC_00572,Streptomyces,sp.,"JAPENX010000001,JAPENX010000002,JAPENX010000003,JAPENX010000004,JAPENX010000005",SAMN24016251,near-complete,linear,flye-contigger NBC_00572,5,0,0,7178726,8728371,87x,17767,771362485,2835381,108,7861,7577,"7, 7, 7 (5S, 16S, 23S)",76,71.55,355,352,3,1,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_041,Streptomyces sp. (sp_mash_041),GCA_026341815.1,Contig,JAPENX000000000,undefined,NBC_00572,Streptomyces sp. NBC_00572,custom
NBC_00573,Streptomyces,platensis,CP107782,SAMN24016252,chromosome,linear,npgm-contigger NBC_00573,1,0,0,8806723,8806723,23x,10663,225127664,3775297,105,7757,7378,"7, 7, 7 (5S, 16S, 23S)",67,70.94,355,351,4,1,0,356,66623.0,,Streptomyces,Streptomyces platensis,,Streptomyces platensis,GCA_036345215.1,Complete genome,undefined,1,NBC_00573,Streptomyces platensis,custom
NBC_00576,Streptomyces,sp.,"CP107780,CP107781",SAMN24016253,chromosome,linear,npgm-contigger NBC_00576,2,1,0,10919009,10972925,40x,20029,449417333,2644968,389,9568,9102,"6, 6, 6 (5S, 16S, 23S)",67,69.6,354,348,6,2,0,356,149601.0,,Streptomyces,Streptomyces sp.,sp_mash_125,Streptomyces sp. (sp_mash_125),GCA_036345175.1,Complete genome,undefined,2,NBC_00576,Streptomyces sp. NBC_00576,custom
NBC_00591,Streptomyces,platensis,CP107761,SAMN24016254,chromosome,linear,flye-contigger NBC_00591,1,0,0,8700481,8700481,18x,11227,166881838,1567923,580,7718,7383,"8, 7, 7 (5S, 16S, 23S)",67,70.98,355,352,3,1,0,356,,,Streptomyces,Streptomyces platensis,,Streptomyces platensis,,,,,,,custom
NBC_00594,Streptomyces,longwoodensis,CP107760,SAMN24016255,chromosome,linear,npgm-contigger NBC_00594,1,0,0,8439505,8439505,18x,13823,152914711,1864359,497,7230,7005,"6, 6, 6 (5S, 16S, 23S)",66,72.91,355,354,1,0,1,356,395026.0,,Streptomyces,Streptomyces longwoodensis,,Streptomyces longwoodensis,,,,,,,custom
NBC_00607,Streptomyces,clavifer,"CP107753,CP107754",SAMN24016256,near-complete,linear,npgm-contigger NBC_00607,2,0,1,8611805,8658548,45x,25831,372727339,3044968,205,7647,7266,"6, 6, 6 (5S, 16S, 23S)",69,70.92,355,355,0,1,0,356,,50.0,Streptomyces,Streptomyces clavifer,,Streptomyces clavifer,GCA_041431075.1,Complete genome,undefined,2,NBC 00607,Streptomyces clavifer,custom
NBC_00617,Micromonospora,sp.,CP107751,SAMN24016257,chromosome,circular,flye-contigger NBC_00617,1,0,0,7207773,7207773,39x,19524,294395487,6896629,4,6686,6454,"3, 3, 3 (5S, 16S, 23S)",51,71.62,352,348,4,1,3,356,,,Micromonospora,Micromonospora sp.,sp_mash_138,Micromonospora sp. (sp_mash_138),,,,,,,custom
NBC_00620,Streptomyces,sp.,"JAPENY010000001,JAPENY010000002,JAPENY010000003",SAMN24016258,near-complete,linear,flye-contigger NBC_00620,3,0,0,4193699,9555302,217x,16114,2119539888,1558777,506,8544,8296,"6, 6, 6 (5S, 16S, 23S)",70,69.83,355,351,4,1,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_005,Streptomyces sp. (sp_mash_005),GCA_026341825.1,Contig,JAPENY000000000,undefined,NBC_00620,Streptomyces sp. NBC_00620,custom
NBC_00625,Streptomyces,tubercidicus,"CP107742,CP107743,CP107744,CP107745",SAMN24016259,chromosome,linear,npgm-contigger NBC_00625,4,1,2,8538055,8640878,37x,6937,335535567,1773291,391,7604,7207,"7, 7, 7 (5S, 16S, 23S)",66,70.68,355,352,3,1,0,356,60872.0,,Streptomyces,Streptomyces tubercidicus,,Streptomyces tubercidicus,,,,,,,custom
NBC_00630,Streptomyces,longwoodensis,"CP107735,CP107736,CP107737,CP107738,CP107739,CP107740",SAMN24016260,chromosome,linear,npgm-contigger NBC_00630,6,4,1,8069200,8939133,129x,9627,1160853801,2053926,720,7874,7592,"6, 6, 6 (5S, 16S, 23S)",68,72.85,355,354,1,0,1,356,180499.0,,Streptomyces,Streptomyces longwoodensis,,Streptomyces longwoodensis,,,,,,,custom
NBC_00635,Streptomyces,longwoodensis,CP130731,SAMN24016261,chromosome,linear,npgm-contigger NBC_00635,1,0,0,8517394,8517394,87x,16283,377088143,1480918,1104,7414,7171,"6, 6, 6 (5S, 16S, 23S)",68,72.87,355,354,1,0,1,356,378846.0,50.0,Streptomyces,Streptomyces longwoodensis,,Streptomyces longwoodensis,,,,,,,custom
NBC_00637,Streptomyces,sp.,"CP109046,CP109047,CP109048,CP109049",SAMN24016262,chromosome,linear,npgm-contigger NBC_00637,4,3,0,8562389,9327070,90x,14987,842126430,2921946,790,8323,8030,"6, 6, 6 (5S, 16S, 23S)",85,71.46,354,354,0,2,0,356,103170.0,,Streptomyces,Streptomyces sp.,sp_mash_183,Streptomyces sp. (sp_mash_183),,,,,,,custom
NBC_00642,Streptomyces,longwoodensis,CP130729,SAMN24016263,chromosome,linear,npgm-contigger NBC_00642,1,0,0,8626516,8626516,57x,19876,251438697,1617110,810,7476,7244,"6, 6, 6 (5S, 16S, 23S)",67,72.82,355,354,1,0,1,356,360036.0,50.0,Streptomyces,Streptomyces longwoodensis,,Streptomyces longwoodensis,,,,,,,custom
NBC_00643,Streptomyces,longwoodensis,CP130728,SAMN24016264,chromosome,linear,npgm-contigger NBC_00643,1,0,0,8517337,8517337,37x,11000,160147254,1662042,653,7415,7172,"6, 6, 6 (5S, 16S, 23S)",68,72.87,355,354,1,0,1,356,378885.0,50.0,Streptomyces,Streptomyces longwoodensis,,Streptomyces longwoodensis,,,,,,,custom
NBC_00651,Streptomyces,longwoodensis,"CP109034,CP109035,CP109036",SAMN24016265,chromosome,linear,npgm-contigger NBC_00651,3,2,0,8140478,8544832,27x,23486,228841343,1453938,646,7513,7255,"6, 6, 6 (5S, 16S, 23S)",66,72.97,355,354,1,0,1,356,180757.0,25.0,Streptomyces,Streptomyces longwoodensis,,Streptomyces longwoodensis,,,,,,,custom
